,Date,POSIX,Adj Close,year,month
213,1980-11-10,342662400,7166.77001953125,1980,11
214,1980-11-11,342748800,7134.5,1980,11
215,1980-11-12,342835200,7149.85009765625,1980,11
216,1980-11-13,342921600,7154.41015625,1980,11
217,1980-11-14,343008000,7159.56005859375,1980,11
218,1980-11-17,343267200,7126.16015625,1980,11
219,1980-11-18,343353600,7102.47998046875,1980,11
220,1980-11-19,343440000,7135.93994140625,1980,11
221,1980-11-20,343526400,7126.72998046875,1980,11
222,1980-11-21,343612800,7117.89990234375,1980,11
223,1980-11-25,343958400,7145.43017578125,1980,11
224,1980-11-26,344044800,7186.2998046875,1980,11
225,1980-11-27,344131200,7172.169921875,1980,11
226,1980-11-28,344217600,7123.6201171875,1980,11
227,1980-12-01,344476800,7160.2900390625,1980,12
228,1980-12-02,344563200,7143.06005859375,1980,12
229,1980-12-03,344649600,7141.2001953125,1980,12
230,1980-12-04,344736000,7149.47021484375,1980,12
231,1980-12-05,344822400,7136.60009765625,1980,12
232,1980-12-08,345081600,7125.1298828125,1980,12
233,1980-12-09,345168000,7115.10009765625,1980,12
234,1980-12-10,345254400,7098.85009765625,1980,12
235,1980-12-11,345340800,7042.41015625,1980,12
236,1980-12-12,345427200,7033.7001953125,1980,12
237,1980-12-15,345686400,7042.669921875,1980,12
238,1980-12-16,345772800,7036.759765625,1980,12
239,1980-12-17,345859200,7038.10009765625,1980,12
240,1980-12-18,345945600,7063.5400390625,1980,12
241,1980-12-19,346032000,7060.52001953125,1980,12
242,1980-12-22,346291200,7050.7900390625,1980,12
243,1980-12-23,346377600,7023.56982421875,1980,12
244,1980-12-24,346464000,7042.0,1980,12
245,1980-12-25,346550400,7031.8701171875,1980,12
246,1980-12-26,346636800,7063.1298828125,1980,12
247,1980-12-29,346896000,7063.1298828125,1980,12
248,1980-12-30,346982400,7063.1298828125,1980,12
249,1981-01-05,347500800,7150.9501953125,1981,1
250,1981-01-06,347587200,7137.58984375,1981,1
251,1981-01-07,347673600,7200.77001953125,1981,1
252,1981-01-08,347760000,7222.14013671875,1981,1
253,1981-01-09,347846400,7248.1298828125,1981,1
254,1981-01-12,348105600,7251.8798828125,1981,1
255,1981-01-13,348192000,7246.7998046875,1981,1
256,1981-01-14,348278400,7244.77978515625,1981,1
257,1981-01-16,348451200,7255.85009765625,1981,1
258,1981-01-19,348710400,7296.080078125,1981,1
259,1981-01-20,348796800,7289.97998046875,1981,1
260,1981-01-21,348883200,7315.330078125,1981,1
261,1981-01-22,348969600,7293.27978515625,1981,1
262,1981-01-23,349056000,7267.52001953125,1981,1
263,1981-01-26,349315200,7249.419921875,1981,1
264,1981-01-27,349401600,7285.02978515625,1981,1
265,1981-01-28,349488000,7279.41015625,1981,1
266,1981-01-29,349574400,7215.1201171875,1981,1
267,1981-01-30,349660800,7254.009765625,1981,1
268,1981-02-02,349920000,7322.06005859375,1981,2
269,1981-02-03,350006400,7291.31005859375,1981,2
270,1981-02-04,350092800,7288.41015625,1981,2
271,1981-02-05,350179200,7278.43994140625,1981,2
272,1981-02-06,350265600,7264.10986328125,1981,2
273,1981-02-09,350524800,7239.89990234375,1981,2
274,1981-02-10,350611200,7261.52978515625,1981,2
275,1981-02-12,350784000,7261.490234375,1981,2
276,1981-02-13,350870400,7207.22021484375,1981,2
277,1981-02-16,351129600,7165.52001953125,1981,2
278,1981-02-17,351216000,7135.91015625,1981,2
279,1981-02-18,351302400,7157.0,1981,2
280,1981-02-19,351388800,7121.64990234375,1981,2
281,1981-02-20,351475200,7100.81005859375,1981,2
282,1981-02-23,351734400,7095.259765625,1981,2
283,1981-02-24,351820800,7111.22998046875,1981,2
284,1981-02-25,351907200,7121.66015625,1981,2
285,1981-02-26,351993600,7120.240234375,1981,2
286,1981-02-27,352080000,7146.52978515625,1981,2
287,1981-03-02,352339200,7155.580078125,1981,3
288,1981-03-03,352425600,7137.1201171875,1981,3
289,1981-03-04,352512000,7134.39013671875,1981,3
290,1981-03-05,352598400,7094.02978515625,1981,3
291,1981-03-06,352684800,7081.18994140625,1981,3
292,1981-03-09,352944000,7068.72998046875,1981,3
293,1981-03-10,353030400,7059.41015625,1981,3
294,1981-03-11,353116800,7044.8701171875,1981,3
295,1981-03-12,353203200,6986.39013671875,1981,3
296,1981-03-13,353289600,6956.52001953125,1981,3
297,1981-03-16,353548800,7124.330078125,1981,3
298,1981-03-17,353635200,7120.39013671875,1981,3
299,1981-03-18,353721600,7176.669921875,1981,3
300,1981-03-19,353808000,7196.7998046875,1981,3
301,1981-03-20,353894400,7220.93994140625,1981,3
302,1981-03-23,354153600,7293.56982421875,1981,3
303,1981-03-24,354240000,7318.18994140625,1981,3
304,1981-03-25,354326400,7325.9599609375,1981,3
305,1981-03-26,354412800,7307.27001953125,1981,3
306,1981-03-27,354499200,7303.0400390625,1981,3
307,1981-03-30,354758400,7304.68994140625,1981,3
308,1981-03-31,354844800,7334.31005859375,1981,3
309,1981-04-01,354931200,7389.990234375,1981,4
310,1981-04-02,355017600,7416.97021484375,1981,4
311,1981-04-03,355104000,7421.18994140625,1981,4
312,1981-04-06,355363200,7447.740234375,1981,4
313,1981-04-07,355449600,7458.35986328125,1981,4
314,1981-04-08,355536000,7508.52001953125,1981,4
315,1981-04-09,355622400,7491.81982421875,1981,4
316,1981-04-10,355708800,7517.31005859375,1981,4
317,1981-04-13,355968000,7536.9599609375,1981,4
318,1981-04-14,356054400,7514.8798828125,1981,4
319,1981-04-15,356140800,7461.2001953125,1981,4
320,1981-04-16,356227200,7418.740234375,1981,4
321,1981-04-17,356313600,7438.7998046875,1981,4
322,1981-04-20,356572800,7484.7099609375,1981,4
323,1981-04-21,356659200,7497.35986328125,1981,4
324,1981-04-22,356745600,7533.22021484375,1981,4
325,1981-04-23,356832000,7523.72021484375,1981,4
326,1981-04-24,356918400,7534.41015625,1981,4
327,1981-04-27,357177600,7588.02978515625,1981,4
328,1981-04-28,357264000,7623.81005859375,1981,4
329,1981-04-30,357436800,7674.18994140625,1981,4
330,1981-05-01,357523200,7575.60986328125,1981,5
331,1981-05-06,357955200,7465.2998046875,1981,5
332,1981-05-07,358041600,7440.52001953125,1981,5
333,1981-05-08,358128000,7495.25,1981,5
334,1981-05-11,358387200,7551.18994140625,1981,5
335,1981-05-12,358473600,7480.240234375,1981,5
336,1981-05-13,358560000,7390.64013671875,1981,5
337,1981-05-14,358646400,7467.4501953125,1981,5
338,1981-05-15,358732800,7486.83984375,1981,5
339,1981-05-18,358992000,7451.89013671875,1981,5
340,1981-05-19,359078400,7264.009765625,1981,5
341,1981-05-20,359164800,7371.27001953125,1981,5
342,1981-05-21,359251200,7487.4599609375,1981,5
343,1981-05-22,359337600,7541.02001953125,1981,5
344,1981-05-25,359596800,7560.77001953125,1981,5
345,1981-05-26,359683200,7576.18017578125,1981,5
346,1981-05-27,359769600,7529.2001953125,1981,5
347,1981-05-28,359856000,7502.02978515625,1981,5
348,1981-05-29,359942400,7539.68994140625,1981,5
349,1981-06-01,360201600,7589.9501953125,1981,6
350,1981-06-02,360288000,7504.490234375,1981,6
351,1981-06-03,360374400,7480.580078125,1981,6
352,1981-06-04,360460800,7413.240234375,1981,6
353,1981-06-05,360547200,7430.3701171875,1981,6
354,1981-06-08,360806400,7334.97021484375,1981,6
355,1981-06-09,360892800,7375.27001953125,1981,6
356,1981-06-10,360979200,7484.52001953125,1981,6
357,1981-06-11,361065600,7569.2998046875,1981,6
358,1981-06-12,361152000,7634.85986328125,1981,6
359,1981-06-15,361411200,7711.72998046875,1981,6
360,1981-06-16,361497600,7696.52001953125,1981,6
361,1981-06-17,361584000,7705.2998046875,1981,6
362,1981-06-18,361670400,7712.009765625,1981,6
363,1981-06-19,361756800,7714.56982421875,1981,6
364,1981-06-22,362016000,7668.85986328125,1981,6
365,1981-06-23,362102400,7705.41015625,1981,6
366,1981-06-24,362188800,7706.60986328125,1981,6
367,1981-06-25,362275200,7692.83984375,1981,6
368,1981-06-26,362361600,7726.0,1981,6
369,1981-06-29,362620800,7851.72998046875,1981,6
370,1981-06-30,362707200,7867.419921875,1981,6
371,1981-07-01,362793600,7894.93017578125,1981,7
372,1981-07-02,362880000,7904.56005859375,1981,7
373,1981-07-03,362966400,7925.33984375,1981,7
374,1981-07-06,363225600,7927.35986328125,1981,7
375,1981-07-07,363312000,7826.47021484375,1981,7
376,1981-07-08,363398400,7916.3798828125,1981,7
377,1981-07-09,363484800,7895.16015625,1981,7
378,1981-07-10,363571200,7912.97998046875,1981,7
379,1981-07-13,363830400,7923.85986328125,1981,7
380,1981-07-14,363916800,7878.9599609375,1981,7
381,1981-07-15,364003200,7853.9501953125,1981,7
382,1981-07-16,364089600,7887.3798828125,1981,7
383,1981-07-17,364176000,7876.89013671875,1981,7
384,1981-07-20,364435200,7840.16015625,1981,7
385,1981-07-21,364521600,7756.759765625,1981,7
386,1981-07-22,364608000,7760.83984375,1981,7
387,1981-07-23,364694400,7717.06982421875,1981,7
388,1981-07-24,364780800,7743.080078125,1981,7
389,1981-07-27,365040000,7816.759765625,1981,7
390,1981-07-28,365126400,7784.83984375,1981,7
391,1981-07-29,365212800,7823.56005859375,1981,7
392,1981-07-30,365299200,7831.35009765625,1981,7
393,1981-07-31,365385600,7828.259765625,1981,7
394,1981-08-03,365644800,7815.97021484375,1981,8
395,1981-08-04,365731200,7820.06005859375,1981,8
396,1981-08-05,365817600,7888.52978515625,1981,8
397,1981-08-06,365904000,7906.10009765625,1981,8
398,1981-08-07,365990400,7968.93017578125,1981,8
399,1981-08-10,366249600,7978.47021484375,1981,8
400,1981-08-11,366336000,7985.64013671875,1981,8
401,1981-08-12,366422400,7938.89013671875,1981,8
402,1981-08-13,366508800,7953.56982421875,1981,8
403,1981-08-14,366595200,7976.39990234375,1981,8
404,1981-08-17,366854400,8019.14013671875,1981,8
405,1981-08-18,366940800,7949.3798828125,1981,8
406,1981-08-19,367027200,7961.52001953125,1981,8
407,1981-08-20,367113600,7972.9599609375,1981,8
408,1981-08-21,367200000,7995.22998046875,1981,8
409,1981-08-24,367459200,7917.52978515625,1981,8
410,1981-08-25,367545600,7817.22021484375,1981,8
411,1981-08-26,367632000,7852.2900390625,1981,8
412,1981-08-27,367718400,7796.39013671875,1981,8
413,1981-08-28,367804800,7726.58984375,1981,8
414,1981-08-31,368064000,7815.77978515625,1981,8
415,1981-09-01,368150400,7735.7099609375,1981,9
416,1981-09-02,368236800,7678.169921875,1981,9
417,1981-09-03,368323200,7678.4599609375,1981,9
418,1981-09-04,368409600,7662.58984375,1981,9
419,1981-09-07,368668800,7604.169921875,1981,9
420,1981-09-08,368755200,7594.7099609375,1981,9
421,1981-09-09,368841600,7629.169921875,1981,9
422,1981-09-10,368928000,7583.27001953125,1981,9
423,1981-09-11,369014400,7543.4501953125,1981,9
424,1981-09-14,369273600,7542.81982421875,1981,9
425,1981-09-16,369446400,7506.330078125,1981,9
426,1981-09-17,369532800,7539.27001953125,1981,9
427,1981-09-18,369619200,7548.56982421875,1981,9
428,1981-09-21,369878400,7522.60009765625,1981,9
429,1981-09-22,369964800,7492.9599609375,1981,9
430,1981-09-24,370137600,7364.02978515625,1981,9
431,1981-09-25,370224000,7363.06005859375,1981,9
432,1981-09-28,370483200,7037.1201171875,1981,9
433,1981-09-29,370569600,7357.68017578125,1981,9
434,1981-09-30,370656000,7455.5,1981,9
435,1981-10-01,370742400,7365.91015625,1981,10
436,1981-10-02,370828800,7377.1298828125,1981,10
437,1981-10-05,371088000,7499.75,1981,10
438,1981-10-06,371174400,7506.009765625,1981,10
439,1981-10-07,371260800,7545.8798828125,1981,10
440,1981-10-08,371347200,7522.509765625,1981,10
441,1981-10-09,371433600,7516.22021484375,1981,10
442,1981-10-12,371692800,7587.7998046875,1981,10
443,1981-10-13,371779200,7583.169921875,1981,10
444,1981-10-14,371865600,7494.1298828125,1981,10
445,1981-10-15,371952000,7352.490234375,1981,10
446,1981-10-16,372038400,7231.419921875,1981,10
447,1981-10-19,372297600,7076.64990234375,1981,10
448,1981-10-20,372384000,7109.919921875,1981,10
449,1981-10-21,372470400,7253.990234375,1981,10
450,1981-10-22,372556800,7216.2900390625,1981,10
451,1981-10-23,372643200,7262.18994140625,1981,10
452,1981-10-26,372902400,7261.7998046875,1981,10
453,1981-10-27,372988800,7280.580078125,1981,10
454,1981-10-28,373075200,7321.97998046875,1981,10
455,1981-10-29,373161600,7428.25,1981,10
456,1981-10-30,373248000,7449.4599609375,1981,10
457,1981-11-02,373507200,7539.6298828125,1981,11
458,1981-11-04,373680000,7572.14990234375,1981,11
459,1981-11-05,373766400,7546.5,1981,11
460,1981-11-06,373852800,7536.52978515625,1981,11
461,1981-11-09,374112000,7516.35009765625,1981,11
462,1981-11-10,374198400,7528.2099609375,1981,11
463,1981-11-11,374284800,7502.580078125,1981,11
464,1981-11-12,374371200,7505.02001953125,1981,11
465,1981-11-13,374457600,7569.509765625,1981,11
466,1981-11-16,374716800,7674.919921875,1981,11
467,1981-11-17,374803200,7648.60009765625,1981,11
468,1981-11-18,374889600,7667.31005859375,1981,11
469,1981-11-19,374976000,7655.259765625,1981,11
470,1981-11-20,375062400,7647.43017578125,1981,11
471,1981-11-24,375408000,7602.68994140625,1981,11
472,1981-11-25,375494400,7650.7900390625,1981,11
473,1981-11-26,375580800,7664.68994140625,1981,11
474,1981-11-27,375667200,7555.22998046875,1981,11
475,1981-11-30,375926400,7549.330078125,1981,11
476,1981-12-01,376012800,7521.72998046875,1981,12
477,1981-12-02,376099200,7566.169921875,1981,12
478,1981-12-03,376185600,7624.97998046875,1981,12
479,1981-12-04,376272000,7716.1298828125,1981,12
480,1981-12-07,376531200,7789.16015625,1981,12
481,1981-12-08,376617600,7752.43017578125,1981,12
482,1981-12-09,376704000,7743.1201171875,1981,12
483,1981-12-10,376790400,7746.91015625,1981,12
484,1981-12-11,376876800,7730.8798828125,1981,12
485,1981-12-14,377136000,7654.169921875,1981,12
486,1981-12-15,377222400,7680.89013671875,1981,12
487,1981-12-16,377308800,7674.64990234375,1981,12
488,1981-12-17,377395200,7682.52978515625,1981,12
489,1981-12-18,377481600,7669.93017578125,1981,12
490,1981-12-21,377740800,7668.89990234375,1981,12
491,1981-12-22,377827200,7644.56982421875,1981,12
492,1981-12-23,377913600,7681.990234375,1981,12
493,1981-12-24,378000000,7662.47998046875,1981,12
494,1981-12-25,378086400,7665.02001953125,1981,12
495,1981-12-28,378345600,7681.83984375,1981,12
496,1981-12-29,378432000,7681.83984375,1981,12
497,1981-12-30,378518400,7681.83984375,1981,12
498,1982-01-04,378950400,7718.83984375,1982,1
499,1982-01-05,379036800,7719.33984375,1982,1
500,1982-01-06,379123200,7697.60009765625,1982,1
501,1982-01-07,379209600,7691.22021484375,1982,1
502,1982-01-08,379296000,7662.22021484375,1982,1
503,1982-01-11,379555200,7675.259765625,1982,1
504,1982-01-12,379641600,7631.77001953125,1982,1
505,1982-01-13,379728000,7635.66015625,1982,1
506,1982-01-14,379814400,7667.02001953125,1982,1
507,1982-01-18,380160000,7659.33984375,1982,1
508,1982-01-19,380246400,7677.06982421875,1982,1
509,1982-01-20,380332800,7717.22998046875,1982,1
510,1982-01-21,380419200,7737.509765625,1982,1
511,1982-01-22,380505600,7823.35986328125,1982,1
512,1982-01-25,380764800,7906.259765625,1982,1
513,1982-01-26,380851200,7863.39990234375,1982,1
514,1982-01-27,380937600,7926.5498046875,1982,1
515,1982-01-28,381024000,7903.85009765625,1982,1
516,1982-01-29,381110400,7918.81982421875,1982,1
517,1982-02-01,381369600,7909.7900390625,1982,2
518,1982-02-02,381456000,7828.0,1982,2
519,1982-02-03,381542400,7860.93994140625,1982,2
520,1982-02-04,381628800,7834.7001953125,1982,2
521,1982-02-05,381715200,7801.8798828125,1982,2
522,1982-02-08,381974400,7784.89013671875,1982,2
523,1982-02-09,382060800,7794.18994140625,1982,2
524,1982-02-10,382147200,7761.10986328125,1982,2
525,1982-02-12,382320000,7690.2900390625,1982,2
526,1982-02-15,382579200,7694.18017578125,1982,2
527,1982-02-16,382665600,7693.919921875,1982,2
528,1982-02-17,382752000,7644.39013671875,1982,2
529,1982-02-18,382838400,7683.759765625,1982,2
530,1982-02-19,382924800,7713.31005859375,1982,2
531,1982-02-22,383184000,7758.35986328125,1982,2
532,1982-02-23,383270400,7714.56005859375,1982,2
533,1982-02-24,383356800,7664.02001953125,1982,2
534,1982-02-25,383443200,7580.4501953125,1982,2
535,1982-02-26,383529600,7548.509765625,1982,2
536,1982-03-01,383788800,7327.43994140625,1982,3
537,1982-03-02,383875200,7309.41015625,1982,3
538,1982-03-03,383961600,7474.419921875,1982,3
539,1982-03-04,384048000,7354.81982421875,1982,3
540,1982-03-05,384134400,7285.5400390625,1982,3
541,1982-03-08,384393600,7248.47021484375,1982,3
542,1982-03-09,384480000,7195.7998046875,1982,3
543,1982-03-10,384566400,7292.91015625,1982,3
544,1982-03-11,384652800,7257.33984375,1982,3
